id, time,      R1 , R2  , R3, R4,  Temp.,  Humidity,,,,,
0,14874.8,148334,-8943,-8943,43,285,5840,,,,,
0,12763.8,58616.8,-3.50E+02,-3.50E+02,63,223,2822,,,,,
0,18584.3,160100,-8.51E+03,-8.51E+03,85,388,6290,,,,,
0,10521.7,13824,-6019,-6019,19,167,693,,,,,
0,20228.6,311602,-13252,-13252,61,515,10536,,,,,
0,8718.43,12461.2,-2762.02,-2762.02,64,136,619,,,,,
0,12645.7,67593,-4839,-4839,59,207,1585,,,,,
0,13452.1,51788.9,-2.96E+03,-2.96E+03,36,234,2464,,,,,
0,18074.4,203062,-8.11E+03,-8.11E+03,56,390,7459,,,,,
0,17303.7,112725,-5.90E+03,-5.90E+03,39,322,4619,,,,,
0,12126.2,91710.7,-4.75E+03,-4.75E+03,61,254,3885,,,,,
0,16899.1,98475,-6292,-6292,65,299,2605,,,,,
0,4879.66,3140.48,-1135.42,-1135.42,42,71,249,,,,,
0,7995.67,12868.3,-2767.75,-2767.75,15,132,806,,,,,
0,9276.29,24107.7,-2916.06,-2916.06,23,154,1252,,,,,
0,16269.7,90378,-8843,-8843,49,340,3803,,,,,
0,13523.1,79116,-4672,-4672,30,328,3714,,,,,
0,15175,80259.6,-7051.03,-7051.03,75,320,3466,,,,,
0,6635.89,5273.3,-1.77E+03,-1.77E+03,8,79,292,,,,,
0,19108.2,161068,-7.58E+03,-7.58E+03,86,388,6290,,,,,
0,8739.95,18494,-4550,-4550,91,163,1064,,,,,
0,5796.42,7207.28,-1660.24,-1660.24,52,93,545,,,,,
0,8172.74,13834,-2560,-2560,19,151,888,,,,,
0,13166,59792.6,-2.92E+03,-2.92E+03,41,224,2192,,,,,
0,9503.94,10027.3,-1.47E+03,-1.47E+03,38,154,587,,,,,
0,11967.9,70707,-5478.85,-5478.85,37,262,3211,,,,,
0,16827.2,106979,-9409,-9409,55,357,4346,,,,,
0,2609.6,57.1007,-3.38E+02,-3.38E+02,92,33,5,,,,,
0,8027.83,4443,-1719,-1719,24,96,207,,,,,
0,7485.55,19541.2,-2.58E+03,-2.58E+03,14,119,973,,,,,
0,15644.7,156629,-8325.21,-8325.21,71,359,6068,,,,,
0,6724.94,6379.96,-2379.28,-2379.28,19,108,428,,,,,
0,18956.3,160147,-9.90E+03,-9.90E+03,86,388,6290,,,,,
0,9900.55,25596.5,-3457.9,-3457.9,21,174,1415,,,,,
0,12195,43604,-5947,-5947,42,265,1933,,,,,
0,14537.3,144757,-6045.69,-6045.69,170,308,6057,,,,,
0,14875.5,103595,-7308,-7308,47,290,4251,,,,,
0,3864.97,1444.67,-988.378,-988.378,42,52,133,,,,,
0,5830.33,7460.14,-1634.41,-1634.41,50,93,545,,,,,
0,3106.18,1201.33,-680.009,-680.009,32,40,100,,,,,
0,6901.88,4141.61,-2280.23,-2280.23,70,101,249,,,,,
0,7596.31,10752.9,-3493.24,-3493.24,37,156,654,,,,,
0,6269.31,4435.98,-3.05E+03,-3.05E+03,13,86,205,,,,,
0,25523,474271,-1.12E+04,-1.12E+04,61,483,15505,,,,,
0,12965.8,48055,-6739,-6739,47,288,2325,,,,,
0,9389.28,30335.2,-3260.63,-3260.63,126,171,1747,,,,,
0,13998.4,143080,-6159.37,-6159.37,162,308,6057,,,,,
0,7138.95,4022.96,-2300.91,-2300.91,72,101,249,,,,,
0,7718.58,12438.5,-1702.82,-1702.82,11,105,765,,,,,
0,21048.8,414830,-9.34E+03,-9.34E+03,76,473,14125,,,,,
0,6530.45,4958.44,-1926.61,-1926.61,54,108,318,,,,,
0,19308.7,409475,-9.90E+03,-9.90E+03,70,473,14125,,,,,
0,6862.51,8242.85,-1895.74,-1895.74,69,107,517,,,,,
0,11955.4,37225,-9.30E+02,-9.30E+02,38,166,1111,,,,,
0,25140.8,564760,-15977,-15977,98,614,16961,,,,,
0,12881.9,75372,-5554.06,-5554.06,47,262,3211,,,,,
0,11589.6,46807.7,-8.24E+03,-8.24E+03,20,215,2188,,,,,
0,7492.32,19541.7,-2.33E+03,-2.33E+03,15,119,973,,,,,
0,14816,59379.5,-6662.26,-6662.26,166,305,2610,,,,,
0,8930.23,28908,-3388.19,-3388.19,31,179,1626,,,,,
0,17346.1,112271,-5.58E+03,-5.58E+03,35,322,4619,,,,,
0,9056.06,10229.5,-667.07,-667.07,0,130,490,,,,,
0,9152.16,20146.5,-3483.26,-3483.26,80,163,1162,,,,,
0,8826.88,26957,-2.37E+03,-2.37E+03,37,156,1364,,,,,
0,10737.1,83889.9,-2.70E+03,-2.70E+03,25,220,3450,,,,,
0,8988.33,20634.5,-2677.83,-2677.83,73,152,1165,,,,,
0,16602.2,215700,-9566,-9566,48,378,7708,,,,,
0,8516.19,24631.2,-3131.79,-3131.79,33,157,1519,,,,,
0,20537.3,280557,-11201.1,-11201.1,65,468,9276,,,,,
0,9133.52,37880.4,-3761.15,-3761.15,38,180,2054,,,,,
0,8496.85,4922.41,-2622.12,-2622.12,29,131,271,,,,,
0,13920.2,123316,-6761,-6761,28,324,5637,,,,,
0,10708.3,35061.5,-4273.01,-4273.01,110,208,1691,,,,,
0,12818.3,116874,-2.21E+03,-2.21E+03,41,235,4905,,,,,
0,9392.92,26590.8,-2.16E+03,-2.16E+03,17,166,1414,,,,,
0,9602.86,27350.1,-1.95E+03,-1.95E+03,30,166,1414,,,,,
0,25259.9,301973,-9.45E+03,-9.45E+03,103,537,8350,,,,,
0,8622.43,25215.3,-3169.66,-3169.66,31,157,1519,,,,,
0,11619.8,39217,-3988.74,-3988.74,112,205,1751,,,,,
0,4890.67,2970.22,-1223.9,-1223.9,43,67,224,,,,,
0,8131.59,2434,-1782,-1782,15,110,134,,,,,
0,6932.51,5271.79,-2169.39,-2169.39,64,107,346,,,,,
0,5415.79,4326.68,-1245.13,-1245.13,22,72,340,,,,,
0,11760,68807.8,-5263.85,-5263.85,135,247,3373,,,,,
0,12212.3,39348,-4955,-4955,19,238,1875,,,,,
0,8330.55,11958.4,-2590.15,-2590.15,86,128,693,,,,,
0,14624.3,140242,-5.57E+03,-5.57E+03,47,315,5844,,,,,
0,7654.72,9899.94,-2458.39,-2458.39,13,123,621,,,,,
0,10272.3,26819.6,-3245.32,-3245.32,29,174,1415,,,,,
0,9373.97,17398.6,-2643.21,-2643.21,78,142,844,,,,,
0,8314.09,11884.4,-2561.26,-2561.26,79,128,693,,,,,
0,5749.25,11406.6,-1857.86,-1857.86,17,102,764,,,,,
0,9067.57,29079,-3415.36,-3415.36,32,179,1626,,,,,
0,19470.7,152356,-1.06E+04,-1.06E+04,76,449,5537,,,,,
0,9894.58,52325.1,-3.32E+03,-3.32E+03,32,188,2599,,,,,
0,10655.9,35365.1,-4368.79,-4368.79,130,208,1691,,,,,
0,5560.64,3995.87,-1502.22,-1502.22,124,88,318,,,,,
0,6730.47,9614.83,-2876.15,-2876.15,10,123,621,,,,,
0,8740.34,26589.8,-2.51E+03,-2.51E+03,33,156,1364,,,,,
0,11180.3,41871.6,-1.86E+03,-1.86E+03,66,166,1414,,,,,
0,20169.4,250973,-5164,-5164,47,403,8860,,,,,
0,6793.89,6846,-2313,-2313,10,107,483,,,,,
0,9148.09,13724.3,-2952.17,-2952.17,12,148,729,,,,,
0,24854.1,475230,-2.93E+03,-2.93E+03,55,483,15505,,,,,
0,10381.1,38923,-4144.03,-4144.03,26,193,2118,,,,,
0,8416.4,9496.1,-2893.24,-2893.24,100,130,490,,,,,
0,8951.3,17019.9,-4021.02,-4021.02,36,183,931,,,,,
0,20979,315988,-11799,-11799,88,446,9827,,,,,
0,8668.68,28899.3,-3460.43,-3460.43,38,179,1626,,,,,
0,10537.7,85416.2,-2.17E+03,-2.17E+03,23,220,3450,,,,,
0,26050.3,260411,-6.20E+03,-6.20E+03,95,537,8350,,,,,
0,9780.49,30493.7,-3140.44,-3140.44,115,171,1747,,,,,
0,10255.1,30859.5,-3034.26,-3034.26,99,171,1747,,,,,
0,11015.5,37702,-3601,-3601,64,229,1756,,,,,
0,7824.87,12850.3,-2803.88,-2803.88,15,132,806,,,,,
0,6468.39,12028.4,-1816.81,-1816.81,8,105,765,,,,,
0,6444.46,13590.6,-1613.28,-1613.28,9,96,804,,,,,
0,10594.4,35145.4,-4257.24,-4257.24,110,208,1691,,,,,
0,14437.9,91834.2,-3.73E+03,-3.73E+03,52,254,3885,,,,,
0,5813.62,11199.8,-1877.88,-1877.88,24,102,764,,,,,
0,33823.3,1386580,-13544,-13544,162,767,23369,,,,,
0,9027.72,10106,-2623.88,-2623.88,88,130,490,,,,,
0,8367.56,25336.5,-3124.13,-3124.13,42,157,1519,,,,,
0,12736,46361,-5838.89,-5838.89,56,273,2061,,,,,
0,16800.1,226662,-11505,-11505,259,377,8469,,,,,
0,8527.41,25237.6,-3235,-3235,28,157,1519,,,,,
0,15325.9,117731,-4.70E+03,-4.70E+03,54,271,4426,,,,,
0,21437.4,411422,-6.31E+03,-6.31E+03,54,473,14125,,,,,
0,9761.12,38279.3,-2.46E+03,-2.46E+03,16,196,1885,,,,,
0,13396.8,61330.6,-4.93E+03,-4.93E+03,30,247,2754,,,,,
0,7938.2,12336,-3051.56,-3051.56,92,136,619,,,,,
0,9188.47,21410.7,-2869.95,-2869.95,72,145,1156,,,,,
0,14552.1,96787.5,-5630.27,-5630.27,56,294,4249,,,,,
0,22110.5,409745,-8.46E+03,-8.46E+03,63,473,14125,,,,,
0,14449.5,74013,-6235,-6235,37,308,3128,,,,,
0,10796.5,26679,-2953,-2953,103,182,1465,,,,,
0,16482.7,139928,-9.76E+03,-9.76E+03,86,449,5537,,,,,
0,8545.74,15570,-3387,-3387,29,152,930,,,,,
0,4491.69,1211.52,-785.289,-785.289,34,51,102,,,,,
0,5427.14,10894.2,-2044.53,-2044.53,23,102,764,,,,,
0,13314.2,50806.6,-3.46E+03,-3.46E+03,33,234,2464,,,,,
0,7594.77,15816.3,-2646.55,-2646.55,71,134,970,,,,,
0,19264,201709,-6.72E+03,-6.72E+03,49,390,7459,,,,,
0,11238,49663.9,-4.22E+03,-4.22E+03,32,216,2677,,,,,
0,4138.94,2283.54,-934.906,-934.906,45,51,132,,,,,
0,6122.41,5990,-3961,-3961,9,104,374,,,,,
0,10425.6,34081.6,-3333.25,-3333.25,89,176,1922,,,,,
0,13293.6,60574,-5.57E+03,-5.57E+03,25,247,2754,,,,,
0,5403.35,4160.77,-1511.6,-1511.6,111,88,318,,,,,
0,8885.39,28819.3,-3451.39,-3451.39,22,179,1626,,,,,
0,10628.6,85757,-1.76E+03,-1.76E+03,23,220,3450,,,,,
0,17814.4,138602,-8.34E+03,-8.34E+03,111,449,5537,,,,,
0,9539.51,27329.6,-2799.04,-2799.04,84,158,1403,,,,,
0,8611.03,12406.8,-2417.41,-2417.41,74,128,693,,,,,
0,7713.53,12856,-2767.96,-2767.96,15,132,806,,,,,
0,8126.36,9666,-3569,-3569,24,142,554,,,,,
0,11042.1,87477.6,-1.72E+03,-1.72E+03,26,220,3450,,,,,
0,12020.4,34032.7,-1.70E+03,-1.70E+03,26,234,1581,,,,,
0,7534.51,26392.3,-3.01E+03,-3.01E+03,36,166,1414,,,,,
0,15430.9,58913.7,-4.81E+03,-4.81E+03,35,215,2188,,,,,
0,14754.2,140673,-3.97E+03,-3.97E+03,53,315,5844,,,,,
0,9442.13,39214.4,-2.75E+03,-2.75E+03,25,196,1885,,,,,
0,20368.9,197069,-5.10E+03,-5.10E+03,88,403,6746,,,,,
0,9550.73,38136.2,-3821.21,-3821.21,36,180,2054,,,,,
0,11465.9,49902.6,-5.25E+03,-5.25E+03,22,216,2677,,,,,
0,15671.7,60249.6,-2.71E+03,-2.71E+03,38,215,2188,,,,,
0,9847.19,42272.1,-2.43E+03,-2.43E+03,72,223,2059,,,,,
0,8969.06,27175.1,-3107.14,-3107.14,105,158,1403,,,,,
0,14845.8,96236,-10085,-10085,201,305,4065,,,,,
0,18117.7,321659,-10918,-10918,253,429,11112,,,,,
0,8056.42,12048.1,-2566.3,-2566.3,82,128,693,,,,,
0,11933.1,85997,-7075,-7075,251,269,3623,,,,,
0,18664.3,160416,-9.61E+03,-9.61E+03,91,388,6290,,,,,
0,7341.5,14418.2,-2377.3,-2377.3,81,120,809,,,,,
0,8147.16,4826.52,-2544.14,-2544.14,25,131,271,,,,,
0,5924.82,10390.8,-3.69E+03,-3.69E+03,14,109,689,,,,,
0,8592.09,12194.8,-2464,-2464,87,128,693,,,,,
0,8360.78,9647.58,-2932.55,-2932.55,96,130,490,,,,,
0,9560.29,51703.2,-3.60E+03,-3.60E+03,31,188,2599,,,,,
0,10010.3,39038.3,-4130.79,-4130.79,42,193,2118,,,,,
0,11193.6,83718.5,-2.85E+03,-2.85E+03,28,220,3450,,,,,
0,21321.1,332611,-6.97E+03,-6.97E+03,88,462,11563,,,,,
0,5824.42,7636.09,-1817.4,-1817.4,76,104,457,,,,,
0,9967.8,36667.8,-2.99E+03,-2.99E+03,42,196,1997,,,,,
0,6813.93,3815.31,-2.04E+03,-2.04E+03,16,86,205,,,,,
0,6037.68,5071.38,-1.27E+03,-1.27E+03,26,85,343,,,,,
0,5344.23,8501,-2029,-2029,14,90,648,,,,,
0,8558.9,51059.4,-3.87E+03,-3.87E+03,24,188,2599,,,,,
0,9032.14,20775.5,-3567.06,-3567.06,92,163,1162,,,,,
0,10958,58475,-6470,-6470,90,193,2523,,,,,
0,12790.2,79039.2,-4.92E+03,-4.92E+03,54,272,3539,,,,,
0,6630.8,13256.9,-1581.03,-1581.03,21,96,804,,,,,
0,13674.3,47627.6,-5664.75,-5664.75,56,273,2061,,,,,
0,7543.98,5149.65,-1850.74,-1850.74,13,107,346,,,,,
0,20108,155221,-8.39E+03,-8.39E+03,67,449,5537,,,,,
0,15623.6,118500,-5.48E+03,-5.48E+03,51,271,4426,,,,,
0,14133.2,51541,-2.95E+03,-2.95E+03,44,234,2464,,,,,
0,5740.07,7064.65,-1559.81,-1559.81,41,93,545,,,,,
0,18722.3,161716,-6515.66,-6515.66,87,352,6744,,,,,
0,11517.4,35354.1,-4.21E+02,-4.21E+02,31,166,1111,,,,,
0,22507.1,467390,-1.34E+04,-1.34E+04,41,483,15505,,,,,
0,12903.8,36770,-2.32E+03,-2.32E+03,24,234,1581,,,,,
0,22804.4,278528,-1.00E+04,-1.00E+04,100,537,8350,,,,,
0,7589.67,9418.79,-1868.11,-1868.11,70,107,517,,,,,
0,6311.58,7412.65,-1639.34,-1639.34,48,93,545,,,,,
0,6090.68,5415,-2677,-2677,12,100,371,,,,,
0,8378,10996.3,-3106.95,-3106.95,34,156,654,,,,,
0,3833.73,2158.67,-1139.3,-1139.3,20,54,165,,,,,
0,13964.3,61103.9,-5.05E+03,-5.05E+03,28,247,2754,,,,,
0,10528.8,38104.5,-3.74E+03,-3.74E+03,40,196,1997,,,,,
0,21712.1,408341,-8.26E+03,-8.26E+03,64,473,14125,,,,,
0,10395.8,37844,-3.44E+03,-3.44E+03,37,196,1997,,,,,
0,8293.23,26234.3,-3.12E+03,-3.12E+03,29,156,1364,,,,,
0,2725.94,49.6585,-4.92E+02,-4.92E+02,6,33,5,,,,,
0,21662.7,308310,-8315,-8315,88,490,9825,,,,,
0,26337.6,624569,-17670,-17670,97,675,17898,,,,,
0,16134.2,144946,-7436.34,-7436.34,195,362,5847,,,,,
0,21783.8,411533,-9.22E+03,-9.22E+03,67,473,14125,,,,,
0,9517.87,32863.7,-3706.05,-3706.05,86,176,1922,,,,,
0,11793.7,47955.7,-1.79E+03,-1.79E+03,43,223,2059,,,,,
0,6967.08,4054.19,-2302.93,-2302.93,70,101,249,,,,,
0,6336.07,8226,-1936,-1936,53,108,553,,,,,
0,9874.82,35661.5,-4362.12,-4362.12,121,208,1691,,,,,
0,14331.9,67587.9,-3.18E+03,-3.18E+03,73,224,2192,,,,,
0,9406.14,12412.9,-2583.98,-2583.98,83,136,619,,,,,
0,9880.46,25574.3,-3381.47,-3381.47,25,174,1415,,,,,
0,9155.75,38995.5,-2.45E+03,-2.45E+03,11,196,1885,,,,,
0,5815.5,4914.62,-9.52E+02,-9.52E+02,20,85,343,,,,,
0,6546.27,12131.5,-1790.28,-1790.28,13,105,765,,,,,
0,8379.53,10353.8,-2800.51,-2800.51,91,139,587,,,,,
0,10433.6,23629.9,-9.91E+02,-9.91E+02,26,166,1111,,,,,
0,3974.61,2209.46,-1076.41,-1076.41,21,54,165,,,,,
0,10885.9,39042,-4182,-4182,27,194,1636,,,,,
0,8800.47,10552.6,-2749.94,-2749.94,87,139,587,,,,,
0,6658.23,10494.6,-3.22E+03,-3.22E+03,16,109,689,,,,,
0,10473.3,37594.8,-3.23E+03,-3.23E+03,41,196,1997,,,,,
0,14971.1,117128,-8660,-8660,147,324,4916,,,,,
0,7433.27,14034.3,-2376.74,-2376.74,87,120,809,,,,,
0,9006.19,20601.6,-3508.78,-3508.78,95,163,1162,,,,,
0,20130.7,250425,-1.43E+04,-1.43E+04,71,540,8870,,,,,
0,9694.8,27239.1,-2833.37,-2833.37,90,158,1403,,,,,
0,4944.71,2773.49,-1224.55,-1224.55,48,67,224,,,,,
0,22727.4,186768,-2.60E+03,-2.60E+03,88,403,6746,,,,,
0,19107.8,141148,-8.39E+03,-8.39E+03,82,449,5537,,,,,
0,5382.99,4101.8,-1286.6,-1286.6,12,72,340,,,,,
0,9716.36,42871,-4349,-4349,26,196,2128,,,,,
0,5797.26,7251.56,-1767.67,-1767.67,50,93,545,,,,,
0,22596.6,400524,-13506,-13506,341,534,12663,,,,,
0,12955.3,49950.3,-4.81E+03,-4.81E+03,37,234,2464,,,,,
0,9578.98,33367.2,-3619.38,-3619.38,85,176,1922,,,,,
0,14613.5,129639,-9769,-9769,212,323,5530,,,,,
0,12386.3,70842.1,-5662.44,-5662.44,36,262,3211,,,,,
0,11332.7,39330.7,-2.46E+03,-2.46E+03,39,166,1414,,,,,
0,8602.82,29175.4,-3438.06,-3438.06,36,179,1626,,,,,
0,5201.77,3477.88,-824.164,-824.164,49,51,132,,,,,
0,9280.24,16571.2,-1019.55,-1019.55,0,142,844,,,,,
0,8320.67,20510.6,-2906.09,-2906.09,64,145,1156,,,,,
0,6626.48,7418.07,-1.62E+03,-1.62E+03,158,109,486,,,,,
0,13251.7,149712,-6875,-6875,133,287,6499,,,,,
0,15522.3,115720,-5.35E+03,-5.35E+03,47,271,4426,,,,,
0,16652.6,110747,-6.25E+03,-6.25E+03,34,322,4619,,,,,
0,15104.1,108060,-7102.68,-7102.68,44,312,3982,,,,,
0,3796.21,2200.94,-553.639,-553.639,3,43,161,,,,,
0,10366,58205.2,-334.365,-334.365,92,217,2904,,,,,
0,8376.93,9162,-3145,-3145,18,126,485,,,,,
0,11000.1,24396.4,-3930.79,-3930.79,18,173,1026,,,,,
0,4004.84,2182.14,-1129.29,-1129.29,20,54,165,,,,,
0,25427.6,332920,-14495,-14495,117,568,10263,,,,,
0,13731.5,85350,-6827,-6827,107,259,3297,,,,,
0,24336.3,462358,-1.16E+04,-1.16E+04,58,483,15505,,,,,
0,7763.05,4526.3,-2731.4,-2731.4,27,131,271,,,,,
0,5143.37,4426.41,-1.42E+03,-1.42E+03,23,85,343,,,,,
0,14151.4,251266,-5729,-5729,75,389,10518,,,,,
0,10336.3,48318,-4182.36,-4182.36,103,209,2534,,,,,
0,16988.7,159410,-7177.23,-7177.23,68,352,6744,,,,,
0,13815.1,96031,-7380,-7380,94,301,4067,,,,,
0,9204.71,28023.9,-2.31E+03,-2.31E+03,30,156,1364,,,,,
0,6973.7,4033.78,-2230.73,-2230.73,72,101,249,,,,,
0,4874.63,3906.89,-1359.52,-1359.52,19,72,340,,,,,
0,9130.63,32402.2,-3667.06,-3667.06,91,176,1922,,,,,
0,16431.1,98686,-6111,-6111,34,306,3631,,,,,
0,9321.66,32962.2,-3567.11,-3567.11,88,176,1922,,,,,
0,4966.31,2915.7,-1207.01,-1207.01,46,67,224,,,,,
0,4188.12,1883.24,-1074.99,-1074.99,7,63,166,,,,,
0,10895.3,39041.8,-2.17E+03,-2.17E+03,20,196,1885,,,,,
0,9833.31,35252.2,-4311.14,-4311.14,119,208,1691,,,,,
0,7919.39,9507.1,-3015.99,-3015.99,101,130,490,,,,,
0,16169.7,112219,-5.78E+03,-5.78E+03,46,322,4619,,,,,
0,8549.67,9615.71,-2811.53,-2811.53,23,138,554,,,,,
0,21339.3,519015,-12083.6,-12083.6,136,540,18067,,,,,
0,9288.05,23072.6,-2.11E+03,-2.11E+03,11,166,1111,,,,,
0,9303.12,37696.1,-3808.98,-3808.98,38,180,2054,,,,,
0,9110.43,17086,-2925,-2925,25,165,934,,,,,
0,8070.09,4767.73,-2663.94,-2663.94,23,131,271,,,,,
0,11382.8,32234.5,8.41E+02,8.41E+02,40,234,1581,,,,,
0,2604.83,47.8229,-5.18E+02,-5.18E+02,6,33,5,,,,,
0,5554.86,6240.64,-1.72E+03,-1.72E+03,131,109,486,,,,,
0,14686.1,153157,-7.53E+03,-7.53E+03,95,388,6290,,,,,
0,25250.1,476462,-1.17E+04,-1.17E+04,68,483,15505,,,,,
0,9159.73,11782.6,-3021.91,-3021.91,43,156,654,,,,,
0,10812.2,48647,-4535,-4535,38,197,2460,,,,,
0,6981.71,8698,-2918,-2918,20,119,522,,,,,
0,10073.8,43811.6,-3025.93,-3025.93,97,159,2181,,,,,
0,15492.2,118247,-5.29E+03,-5.29E+03,58,271,4426,,,,,
0,5845.67,11118.5,-1911.49,-1911.49,31,102,764,,,,,
0,12275.3,71889.5,-5637.83,-5637.83,32,262,3211,,,,,
0,2438.85,49.5409,-6.39E+02,-6.39E+02,6,33,5,,,,,
0,22671.5,281963,-9677.47,-9677.47,67,468,9276,,,,,
0,8010.09,12921.6,-2478.49,-2478.49,24,132,806,,,,,
0,6785.46,4835.43,-1965.81,-1965.81,38,107,346,,,,,
0,15894,160766,-7730.7,-7730.7,78,352,6744,,,,,
0,10780.1,49884.7,-3.44E+03,-3.44E+03,28,216,2677,,,,,
0,5897.64,7590.15,-1822.1,-1822.1,74,104,457,,,,,
0,5822.77,4134.34,-1552.39,-1552.39,126,88,318,,,,,
0,14208.4,91552.3,-3.39E+03,-3.39E+03,53,254,3885,,,,,
0,8660.5,21603.5,-2807.99,-2807.99,81,145,1156,,,,,
0,2202.39,51.5656,-5.11E+02,-5.11E+02,6,33,5,,,,,
0,10807.7,85930.7,-2.25E+03,-2.25E+03,34,220,3450,,,,,
0,9530.92,39006.4,-4260.95,-4260.95,28,193,2118,,,,,
0,11198.2,49408.6,-3.98E+03,-3.98E+03,24,216,2677,,,,,
0,9572.08,28111.6,-2891.41,-2891.41,99,158,1403,,,,,
0,17736,152573,-11260,-11260,112,452,5855,,,,,
0,15434.7,116943,-5.96E+03,-5.96E+03,58,271,4426,,,,,
0,6798.65,13585.2,-1466.91,-1466.91,24,96,804,,,,,
0,6642.2,10329,-3.16E+03,-3.16E+03,15,109,689,,,,,
0,13262.8,139244,-6170.32,-6170.32,167,308,6057,,,,,
0,8500.14,26989.7,-2.59E+03,-2.59E+03,26,156,1364,,,,,
0,14132.4,141457,-4.56E+03,-4.56E+03,47,315,5844,,,,,
0,12300,73588.2,-4.58E+03,-4.58E+03,24,249,3630,,,,,
0,7629.9,10949.9,-3387.15,-3387.15,36,156,654,,,,,
0,5702.76,4130.16,-1568.15,-1568.15,126,88,318,,,,,
0,5630.93,4165.8,-1553.13,-1553.13,126,88,318,,,,,
0,12743,79273.9,-4.49E+03,-4.49E+03,32,272,3539,,,,,
0,10722.8,32916.3,-3250.56,-3250.56,75,176,1922,,,,,
0,5558.11,4289.09,-1.80E+03,-1.80E+03,13,88,292,,,,,
0,8627.27,26055,-2137,-2137,89,139,1357,,,,,
0,9427.84,51542,-2.83E+03,-2.83E+03,23,188,2599,,,,,
0,8952.53,20263.2,-3556.39,-3556.39,79,163,1162,,,,,
0,9063.73,25889.3,-3058.8,-3058.8,35,157,1519,,,,,
0,13819.4,97675.7,-5997.33,-5997.33,157,281,4061,,,,,
0,9094.51,26834.1,-2.04E+03,-2.04E+03,32,156,1364,,,,,
0,8723.38,32780,-2672,-2672,30,185,1868,,,,,
0,11069.6,33728.8,-4.31E+03,-4.31E+03,45,234,1581,,,,,
0,5770.57,2674,-1725,-1725,3,73,150,,,,,
0,12384.1,71084,-6070,-6070,36,266,3045,,,,,
0,8905.11,30382.6,-3414.65,-3414.65,129,171,1747,,,,,
0,14154.9,67058.4,-3.27E+03,-3.27E+03,46,224,2192,,,,,
0,4000.54,2166.77,-1112.68,-1112.68,20,54,165,,,,,
0,7418.72,9309.47,-3061.09,-3061.09,23,138,554,,,,,
0,16561,270663,-7965,-7965,65,374,9816,,,,,
0,23265.7,475825,-1.38E+04,-1.38E+04,73,483,15505,,,,,
0,3860.48,740,-1710,-1710,6,51,64,,,,,
0,9328.32,37805.1,-3852.84,-3852.84,37,180,2054,,,,,
0,9759.87,52089.2,-3.14E+03,-3.14E+03,32,188,2599,,,,,
0,14395.6,51736.2,-2.45E+03,-2.45E+03,36,234,2464,,,,,
0,24286.7,364373,-13287,-13287,93,600,11747,,,,,
0,22098.9,515906,-11556.6,-11556.6,140,540,18067,,,,,
0,6751.12,6542.2,-2.10E+03,-2.10E+03,13,119,395,,,,,
0,10012.4,39585.1,-3565.21,-3565.21,56,180,2054,,,,,
0,8328.39,52060.8,-4.37E+03,-4.37E+03,24,188,2599,,,,,
0,18747.4,251499,-12190,-12190,69,470,9008,,,,,
0,17449.5,137399,-8.24E+03,-8.24E+03,119,449,5537,,,,,
0,15479.7,216958,-9534,-9534,57,328,8461,,,,,
0,10844.1,38368,-6204,-6204,129,211,1809,,,,,
0,13093.5,79757.4,-5.13E+03,-5.13E+03,31,272,3539,,,,,
0,8146.2,37918.5,-2.80E+03,-2.80E+03,13,196,1885,,,,,
0,4021,2176.59,-1076.44,-1076.44,20,54,165,,,,,
0,3875.65,1479.51,-1028.42,-1028.42,41,52,133,,,,,
0,9807.82,29216,-4279,-4279,260,206,1692,,,,,
0,9063.36,11442.2,-3070.83,-3070.83,31,156,654,,,,,
0,5231.5,3087.57,-792.291,-792.291,50,51,132,,,,,
0,12414.3,101863,-4.59E+03,-4.59E+03,57,322,4619,,,,,
0,14924.3,362992,-8159,-8159,58,371,12323,,,,,
0,10977.3,51467.8,-4529.53,-4529.53,116,209,2534,,,,,
0,9730.09,22845,-3462,-3462,39,214,1025,,,,,
0,5221.26,3034.16,-1245.65,-1245.65,49,67,224,,,,,
0,11562.6,60207.9,-4.34E+02,-4.34E+02,67,223,2822,,,,,
0,25149.9,476183,-1.06E+04,-1.06E+04,39,483,15505,,,,,
0,7990.73,10120.7,-1912.66,-1912.66,64,104,372,,,,,
0,8992.93,11354,-3043.95,-3043.95,42,156,654,,,,,
0,5551.53,1740.87,-1453.42,-1453.42,24,76,147,,,,,
0,12429.3,73400.6,-4.95E+03,-4.95E+03,25,249,3630,,,,,
0,10900.6,28928,-6088,-6088,44,258,1366,,,,,
0,11033.5,31387.7,-4203.91,-4203.91,106,204,1692,,,,,
0,9792.35,30618.7,-3218.76,-3218.76,120,171,1747,,,,,
0,7291.1,6481,-2528,-2528,10,119,372,,,,,
0,9243.61,20484.5,-3391.5,-3391.5,100,163,1162,,,,,
0,15644,110679,-6.11E+03,-6.11E+03,36,322,4619,,,,,
0,8931.22,17111.8,-2648.78,-2648.78,78,142,844,,,,,
0,8343.2,12131.3,-2578.37,-2578.37,86,128,693,,,,,
0,18703.3,160405,-8.79E+03,-8.79E+03,87,388,6290,,,,,
0,5388.32,5121.09,-1.38E+03,-1.38E+03,26,85,343,,,,,
0,8702.26,38637.6,-3937.38,-3937.38,46,180,2054,,,,,
0,7470.13,14290.1,-2371.38,-2371.38,88,120,809,,,,,
